title,deal_date,community,house_type,floor,area,building_type,orientation,build_year,lianjia_id,listing_time,last_transaction_duration,transaction_price,history_trade_count,listed_price,transaction_duration,price_change_count,visit_count,follower_count,page_view_count
畅柳园 2室1厅 79.81平米,2016.09.29,畅柳园,2室1厅1厨1卫,高楼层(共16层),79.81㎡,板塔结合,东南,2003,101100623624,2016-09-23,暂无数据,680,1,686,6,0,13,7,1
畅柳园 3室1厅 79.81平米,2016.10,畅柳园,3室1厅1厨1卫,中楼层(共16层),79.81㎡,板塔结合,东南,2003,101100641147,2016-09-27,暂无数据,680-701,1,750,4,0,8,69,54
畅柳园 1室1厅 52.24平米,2016.10,畅柳园,1室1厅1厨1卫,底层(共16层),52.24㎡,塔楼,南,2003,101100596684,2016-09-18,暂无数据,491-500,1,500,13,0,1,2,6
畅柳园 2室1厅 75.39平米,2016.10.08,畅柳园,2室1厅1厨1卫,底层(共16层),75.39㎡,塔楼,东南,2003,101100458084,2016-08-19,暂无数据,685,1,685,51,1,71,53,暂无数据
畅柳园 2室1厅 72.8平米,2016.08.26,畅柳园,2室1厅1厨1卫,中楼层(共14层),72.8㎡,板塔结合,西,2003,101100299063,2016-07-11,满五年,600,1,590,46,1,15,0,1
畅柳园 3室1厅 79.73平米,2016.08.31,畅柳园,3室1厅1厨1卫,顶层(共16层),79.73㎡,塔楼,东南,2002,101091966502,2016-04-10,暂无数据,650,1,650,143,1,44,85,1
畅柳园 1室1厅 59.06平米,2016.09,畅柳园,1室1厅1厨1卫,低楼层(共14层),59.06㎡,板塔结合,西南,2003,101100470963,2016-08-21,暂无数据,470-475,1,475,11,0,6,11,12
畅柳园 2室1厅 66.89平米,2016.09,畅柳园,2室1厅1厨1卫,低楼层(共16层),66.89㎡,塔楼,西南,2003,101100281930,2016-07-07,暂无数据,570-581,1,580,56,1,31,155,61
畅柳园 3室1厅 89.72平米,2016.09,畅柳园,3室1厅1厨1卫,中楼层(共12层),89.72㎡,板塔结合,西南,2004,101092165069,2016-05-10,暂无数据,713-788,1,750,114,1,6,13,13
畅柳园 3室1厅 79.73平米,2016.09.13,畅柳园,3室1厅1厨1卫,中楼层(共16层),79.73㎡,塔楼,东 南,2002,101100293813,2016-07-10,满五年,653,1,660,66,1,50,43,暂无数据
畅柳园 2室1厅 66.96平米,2016.09.14,畅柳园,2室1厅1厨1卫,低楼层(共16层),66.96㎡,板塔结合,东南,2003,101091805569,2016-03-20,暂无数据,510,1,520,179,1,228,107,1
畅柳园 2室1厅 66.21平米,2016.09.19,畅柳园,2室1厅1厨1卫,中楼层(共10层),66.21㎡,板塔结合,南 北,2004,101100504210,2016-08-29,满五年,575,1,566,22,1,25,133,17
畅柳园 --室--厅 66.21平米,2016.08,畅柳园,- -室- -厅,低楼层(共10层),66.21㎡,板塔结合,暂无数据,2004,BJ0002114820,暂无数据,暂无数据,521-530,1,暂无数据,暂无数据,0,0,0,暂无数据
畅柳园 2室1厅 64.97平米,2016.08,畅柳园,2室1厅1厨1卫,高楼层(共16层),64.97㎡,板塔结合,西 北,2003,BJ0002114800,暂无数据,暂无数据,521-530,1,暂无数据,暂无数据,0,0,0,暂无数据
畅柳园 1室1厅 63.19平米,2016.08,畅柳园,1室1厅1厨1卫,中楼层(共14层),63.19㎡,板塔结合,南,2004,BJXC91936452,暂无数据,满五年,509-562,1,520,暂无数据,0,0,5,暂无数据
畅柳园 2室1厅 75.39平米,2016.08,畅柳园,2室1厅1厨1卫,底层(共16层),75.39㎡,塔楼,西南,2003,101100277708,2016-07-06,暂无数据,581-600,1,595,26,0,7,22,暂无数据
畅柳园 2室1厅 64.97平米,2016.08,畅柳园,2室1厅1厨1卫,中楼层(共16层),64.97㎡,板塔结合,西 北,2003,101092209175,2016-05-17,暂无数据,540-551,1,525,76,1,123,107,3
畅柳园 2室1厅 69.38平米,2016.08.09,畅柳园,2室1厅1厨1卫,低楼层(共14层),69.38㎡,板塔结合,南,2004,101100413785,2016-08-08,暂无数据,546,1,546,1,0,0,0,暂无数据
畅柳园 1室1厅 55.42平米,2016.08.12,畅柳园,1室1厅1厨1卫,中楼层(共14层),55.42㎡,板塔结合,东,2004,101100420205,2016-08-10,暂无数据,470,1,470,3,0,2,0,暂无数据
畅柳园 2室1厅 64.91平米,2016.08.15,畅柳园,2室1厅1厨1卫,低楼层(共16层),64.91㎡,塔楼,东北,2002,101100431606,2016-08-12,满五年,527,1,530,3,1,6,4,暂无数据
畅柳园 3室1厅 82.77平米,2016.08.15,畅柳园,3室1厅1厨1卫,中楼层(共16层),82.77㎡,塔楼,东北,2003,101100193498,2016-06-16,满五年,655,1,660,60,0,29,67,暂无数据
